ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	group	mice	celltypes
GO:0071397	GO:0071397	cellular response to cholesterol	3/274	20/28943	0.00084908969366942	0.0157797118351598	0.0121112024904237	Ces1f/Ces1g/Lrp6	3	1	GF	EC (Car1 high)
GO:1903829	GO:1903829	positive regulation of protein localization	13/274	493/28943	0.000921628315601501	0.0167513542198339	0.012856954871202	Acsl3/Bsg/Ergic3/Fis1/Glrx/Glul/Golph3l/Hsp90ab1/Malrd1/Mgat3/Oxct1/Pgrmc1/Trpm4	13	1	GF	EC (Car1 high)
GO:0051348	GO:0051348	negative regulation of transferase activity	9/274	262/28943	0.000935814106732437	0.0167728165220446	0.012873427560355	Abl1/Bmp2/Chordc1/Dnaja1/Dusp1/Hexim1/Lrp6/Rb1/Trib1	9	1	GF	EC (Car1 high)
GO:0048536	GO:0048536	spleen development	4/274	46/28943	0.00093802027103333	0.0167728165220446	0.012873427560355	Abl1/Cdkn2b/Cited2/Slc40a1	4	1	GF	EC (Car1 high)
GO:0032409	GO:0032409	regulation of transporter activity	10/274	317/28943	0.000948049341767653	0.016861006572943	0.0129411149538403	Abcb1a/Atp1b1/Ctss/Edn1/Glrx/Gsto1/Ndfip2/Nr3c2/Slc5a1/Slc9a3r1	10	1	GF	EC (Car1 high)
GO:1903209	GO:1903209	positive regulation of oxidative stress-induced cell death	3/274	21/28943	0.000983700742054178	0.0172173653688636	0.0132146265098005	Abl1/Mcl1/Sod1	3	1	GF	EC (Car1 high)
GO:0005996	GO:0005996	monosaccharide metabolic process	9/274	268/28943	0.0010961566833344	0.0184065294846202	0.0141273305915179	Aldh1a1/Aldob/Cyp2j6/Fam3c/Gclc/Gsto1/Hnf4a/Ldha/Pgm1	9	1	GF	EC (Car1 high)
GO:0010885	GO:0010885	regulation of cholesterol storage	3/274	22/28943	0.0011310872955296	0.0185229543248114	0.0142166886754424	Apob/Ces1f/Ces1g	3	1	GF	EC (Car1 high)
GO:0150104	GO:0150104	transport across blood-brain barrier	3/274	22/28943	0.0011310872955296	0.0185229543248114	0.0142166886754424	Abcb1a/Abcg2/Slc5a1	3	1	GF	EC (Car1 high)
GO:0031396	GO:0031396	regulation of protein ubiquitination	8/274	218/28943	0.00117273070704496	0.0191103112261317	0.0146674952833417	Abl1/Dnaja1/Gabarap/Gclc/Hsp90aa1/Hsp90ab1/Ndfip2/Trib1	8	1	GF	EC (Car1 high)
GO:0046887	GO:0046887	positive regulation of hormone secretion	7/274	169/28943	0.00118313860386772	0.0191854044195805	0.0147251306116045	Edn1/Edn3/Glrx/Glul/Oxct1/Trpm4/Vdr	7	1	GF	EC (Car1 high)
GO:0045216	GO:0045216	cell-cell junction organization	8/274	219/28943	0.00120743500364745	0.0193892960779892	0.0148816209953891	Afdn/Cldn15/Cldn4/Cldn7/Cntnap2/Hnf4a/Ocel1/Vcl	8	1	GF	EC (Car1 high)
GO:0048588	GO:0048588	developmental cell growth	9/274	273/28943	0.00124615034909787	0.0198185834366141	0.015211106487976	Abl1/Afdn/Cdkl3/Edn1/Edn3/Hsp90aa1/Hsp90ab1/Sema3c/Vcl	9	1	GF	EC (Car1 high)
GO:0070997	GO:0070997	neuron death	12/274	450/28943	0.00130733784484293	0.0202434354465848	0.0155371877735514	Abl1/Bag1/Fis1/Gclc/Hsp90ab1/Hsph1/Mcl1/Mt1/Neo1/Rb1/Sod1/Trim2	12	1	GF	EC (Car1 high)
GO:0007565	GO:0007565	female pregnancy	7/274	172/28943	0.00130958137411401	0.0202434354465848	0.0155371877735514	Abcg2/Cited2/Fkbp4/H2-Q2/Hpgd/Sod1/Vdr	7	1	GF	EC (Car1 high)
GO:0007588	GO:0007588	excretion	4/274	52/28943	0.00148866424495137	0.0224863074077587	0.0172586309003735	Abcg2/Edn1/Nr3c2/Slc9a3r1	4	1	GF	EC (Car1 high)
GO:0022604	GO:0022604	regulation of cell morphogenesis	10/274	338/28943	0.00152994106870032	0.0229006563586456	0.0175766509059547	Abl1/Afdn/Cdkl3/Cldn4/Plxna2/Ptprd/Sh3d19/Shroom3/Slc9a3r1/Tpm1	10	1	GF	EC (Car1 high)
GO:1901214	GO:1901214	regulation of neuron death	11/274	399/28943	0.00158588560179557	0.0235251550257388	0.0180559644632095	Abl1/Bag1/Fis1/Gclc/Hsp90ab1/Hsph1/Mcl1/Mt1/Neo1/Sod1/Trim2	11	1	GF	EC (Car1 high)
GO:0061138	GO:0061138	morphogenesis of a branching epithelium	8/274	229/28943	0.00160152844182797	0.023546027046964	0.0180719841014693	Abl1/Bmp2/Edn1/Lrp6/Sema3c/Spint1/Spint2/Vdr	8	1	GF	EC (Car1 high)
GO:0043171	GO:0043171	peptide catabolic process	3/274	25/28943	0.00165426024936922	0.0238964755673074	0.0183409594184259	Cpn1/Dpep1/Enpep	3	1	GF	EC (Car1 high)
GO:0001894	GO:0001894	tissue homeostasis	9/274	286/28943	0.00171483097612172	0.024663742908742	0.0189298504091789	Abcb1a/Acp5/Aldh1a1/Ankrd11/Bsg/Ctss/Lrp6/Rb1/Sod1	9	1	GF	EC (Car1 high)
GO:0060249	GO:0060249	anatomical structure homeostasis	10/274	346/28943	0.0018164764995989	0.0258111635265356	0.0198105156322802	Abcb1a/Acp5/Aldh1a1/Ankrd11/Bsg/Ctss/Large1/Lrp6/Rb1/Sod1	10	1	GF	EC (Car1 high)
GO:0006914	GO:0006914	autophagy	12/274	469/28943	0.0018464681736845	0.0258111635265356	0.0198105156322802	Abl1/Atg16l2/Ctsd/Fis1/Gabarap/Gabarapl1/Gabarapl2/Hspa8/Mcl1/Rnf5/Tmem59/Uba5	12	1	GF	EC (Car1 high)
GO:0061919	GO:0061919	process utilizing autophagic mechanism	12/274	469/28943	0.0018464681736845	0.0258111635265356	0.0198105156322802	Abl1/Atg16l2/Ctsd/Fis1/Gabarap/Gabarapl1/Gabarapl2/Hspa8/Mcl1/Rnf5/Tmem59/Uba5	12	1	GF	EC (Car1 high)
GO:0032102	GO:0032102	negative regulation of response to external stimulus	11/274	407/28943	0.00185241989889818	0.0258111635265356	0.0198105156322802	Acp5/Dusp1/Grin3a/Nbl1/Neo1/Nfkb1/Rb1/Sema3c/Sod1/Trib1/Tspan8	11	1	GF	EC (Car1 high)
GO:0070723	GO:0070723	response to cholesterol	3/274	26/28943	0.0018570305076528	0.0258111635265356	0.0198105156322802	Ces1f/Ces1g/Lrp6	3	1	GF	EC (Car1 high)
GO:0097164	GO:0097164	ammonium ion metabolic process	3/274	26/28943	0.0018570305076528	0.0258111635265356	0.0198105156322802	Btbd9/Ddc/Maoa	3	1	GF	EC (Car1 high)
GO:0001667	GO:0001667	ameboidal-type cell migration	12/274	471/28943	0.00191253036343069	0.0263610435092864	0.0202325580552405	Abl1/Bsg/Edn1/Edn3/Fermt1/Glul/Lrp6/Ptprr/Rin2/Sdc4/Sema3c/Slc9a3r1	12	1	GF	EC (Car1 high)
GO:0032528	GO:0032528	microvillus organization	3/274	27/28943	0.00207463963793456	0.0281226765572049	0.0215846419703361	Cdhr5/Hnf4a/Slc9a3r1	3	1	GF	EC (Car1 high)
GO:0042886	GO:0042886	amide transport	10/274	353/28943	0.0021014570203444	0.0281226765572049	0.0215846419703361	Abcb1a/Abcg2/Edn1/Edn3/Glrx/Glul/Hnf4a/Oxct1/Slc9a3r1/Trpm4	10	1	GF	EC (Car1 high)
GO:1905952	GO:1905952	regulation of lipid localization	7/274	187/28943	0.00210835060041923	0.0281226765572049	0.0215846419703361	Apob/Ces1f/Ces1g/Edn1/Fis1/Osbpl6/Scp2	7	1	GF	EC (Car1 high)
GO:0009100	GO:0009100	glycoprotein metabolic process	10/274	355/28943	0.00218917823405644	0.0290835405552558	0.0223221217524588	Bmp2/Gcnt3/Itm2b/Large1/Man1a/Mgat3/St3gal3/St3gal5/Tmem59/Ugdh	10	1	GF	EC (Car1 high)
GO:0051496	GO:0051496	positive regulation of stress fiber assembly	4/274	58/28943	0.00223194603779724	0.0294442500197726	0.0225989725220173	Abl1/Pdlim4/Sdc4/Tpm1	4	1	GF	EC (Car1 high)
GO:0070293	GO:0070293	renal absorption	3/274	28/28943	0.00230745491736029	0.029816644010265	0.0228847913678989	Cldn4/Edn1/Slc9a3r1	3	1	GF	EC (Car1 high)
GO:0097529	GO:0097529	myeloid leukocyte migration	8/274	243/28943	0.00231727444782019	0.0298270189626039	0.0228927543237448	Bsg/Dpep1/Dusp1/Edn1/Edn3/Il17rc/Mpp1/Nbl1	8	1	GF	EC (Car1 high)
GO:0009991	GO:0009991	response to extracellular stimulus	11/274	420/28943	0.00236267057563927	0.0302934661403671	0.0232507606219581	Aoc1/Cdkn2b/Cntnap2/Gabarap/Gabarapl1/Gabarapl2/Glul/Ldha/Lrp6/Sod1/Vdr	11	1	GF	EC (Car1 high)
GO:0031668	GO:0031668	cellular response to extracellular stimulus	8/274	245/28943	0.00243725550145826	0.0310093892262458	0.023800244006143	Aoc1/Cdkn2b/Gabarap/Gabarapl1/Gabarapl2/Glul/Ldha/Vdr	8	1	GF	EC (Car1 high)
GO:0032411	GO:0032411	positive regulation of transporter activity	6/274	143/28943	0.00246997545365035	0.0313052827612083	0.0240273474257094	Abcb1a/Atp1b1/Ctss/Edn1/Glrx/Gsto1	6	1	GF	EC (Car1 high)
GO:0042063	GO:0042063	gliogenesis	10/274	363/28943	0.0025700205762566	0.0322031366146092	0.0247164658290706	Abl1/Afdn/Bag1/Bmp2/Cdkn2b/Cntnap2/Lrp6/Rb1/Sod1/Spint1	10	1	GF	EC (Car1 high)
GO:0140115	GO:0140115	export across plasma membrane	4/274	61/28943	0.00268529213187759	0.0332255896579329	0.0255012162715376	Abcb1a/Abcg2/Atp1b1/Slc40a1	4	1	GF	EC (Car1 high)
GO:0001763	GO:0001763	morphogenesis of a branching structure	8/274	249/28943	0.00269179505088453	0.0332255896579329	0.0255012162715376	Abl1/Bmp2/Edn1/Lrp6/Sema3c/Spint1/Spint2/Vdr	8	1	GF	EC (Car1 high)
GO:0048596	GO:0048596	embryonic camera-type eye morphogenesis	3/274	30/28943	0.00282010122708233	0.0343093501564027	0.0263330212490432	Aldh1a1/Cited2/Lrp6	3	1	GF	EC (Car1 high)
GO:0007033	GO:0007033	vacuole organization	7/274	197/28943	0.00282108320512138	0.0343093501564027	0.0263330212490432	Atg16l2/Ctsd/Gabarap/Gabarapl1/Gabarapl2/Hspa8/Rnf5	7	1	GF	EC (Car1 high)
GO:0098739	GO:0098739	import across plasma membrane	7/274	198/28943	0.00290139753402673	0.0346491806590629	0.026593847053287	Atp1b1/Slc22a4/Slc5a1/Slc6a6/Slc9a2/Slc9a3r1/Trpm4	7	1	GF	EC (Car1 high)
GO:0007162	GO:0007162	negative regulation of cell adhesion	9/274	313/28943	0.00313772813470182	0.0368071087574242	0.0282500942922762	Abl1/Acp5/Bmp2/Cldn7/Dusp1/Epcam/Plxna2/Sdc4/Spint2	9	1	GF	EC (Car1 high)
GO:0001954	GO:0001954	positive regulation of cell-matrix adhesion	4/274	64/28943	0.00319802691450865	0.037250257159136	0.028590218375815	Abl1/Fermt1/Rin2/Sdc4	4	1	GF	EC (Car1 high)
GO:0019748	GO:0019748	secondary metabolic process	4/274	64/28943	0.00319802691450865	0.037250257159136	0.028590218375815	Cyp2d10/Cyp2d26/Cyp2d34/Cyp2d9	4	1	GF	EC (Car1 high)
GO:0051495	GO:0051495	positive regulation of cytoskeleton organization	7/274	202/28943	0.00324030569474045	0.0374787805531517	0.0287656140438497	Abl1/Dstn/Edn1/Fchsd2/Pdlim4/Sdc4/Tpm1	7	1	GF	EC (Car1 high)
GO:0072337	GO:0072337	modified amino acid transport	3/274	32/28943	0.0033976245344564	0.0391614702438389	0.0300571075632086	Slc22a4/Slc3a1/Slc9a3r1	3	1	GF	EC (Car1 high)
GO:0044706	GO:0044706	multi-multicellular organism process	7/274	204/28943	0.00342069614588673	0.0392904960090045	0.0301561370755804	Abcg2/Cited2/Fkbp4/H2-Q2/Hpgd/Sod1/Vdr	7	1	GF	EC (Car1 high)
GO:0016052	GO:0016052	carbohydrate catabolic process	6/274	154/28943	0.00356381518771622	0.0404373257858715	0.0310363488180239	Aldh1a1/Aldob/Gabarapl1/Ldha/Neu1/Pgm1	6	1	GF	EC (Car1 high)
GO:0006081	GO:0006081	cellular aldehyde metabolic process	4/274	66/28943	0.00357461671950451	0.0404373257858715	0.0310363488180239	Aldob/Bmp2/Esd/Glo1	4	1	GF	EC (Car1 high)
GO:0048008	GO:0048008	platelet-derived growth factor receptor signaling pathway	4/274	67/28943	0.00377373237715202	0.0416397569062406	0.0319592355558622	Abl1/Glrx/Slc9a3r1/Txnip	4	1	GF	EC (Car1 high)
GO:0003253	GO:0003253	cardiac neural crest cell migration involved in outflow tract morphogenesis	2/274	10/28943	0.00382185997507755	0.0416397569062406	0.0319592355558622	Edn1/Sema3c	2	1	GF	EC (Car1 high)
GO:0071318	GO:0071318	cellular response to ATP	2/274	10/28943	0.00382185997507755	0.0416397569062406	0.0319592355558622	Hsp90b1/Trpm4	2	1	GF	EC (Car1 high)
GO:0097501	GO:0097501	stress response to metal ion	2/274	10/28943	0.00382185997507755	0.0416397569062406	0.0319592355558622	Mt1/Mt2	2	1	GF	EC (Car1 high)
GO:0010720	GO:0010720	positive regulation of cell development	10/274	384/28943	0.00382662820420107	0.0416397569062406	0.0319592355558622	Abcb1a/Abl1/Afdn/Bag1/Bmp2/Cdkl3/Plxna2/Ptprd/Spint1/Trib1	10	1	GF	EC (Car1 high)
GO:0035967	GO:0035967	cellular response to topologically incorrect protein	5/274	109/28943	0.00384865771012564	0.0417421629675266	0.0320378339838587	Creb3l3/Hspa1a/Hspa1b/Hspa8/Rnf5	5	1	GF	EC (Car1 high)
GO:0032368	GO:0032368	regulation of lipid transport	6/274	157/28943	0.00391632097104703	0.0423372214778549	0.0324945517102355	Ces1f/Ces1g/Edn1/Fis1/Osbpl6/Scp2	6	1	GF	EC (Car1 high)
GO:0030518	GO:0030518	intracellular steroid hormone receptor signaling pathway	5/274	111/28943	0.00415840562108962	0.0440897621620656	0.0338396570785026	Dnaja1/Fkbp4/Lbh/Nr3c2/Uba5	5	1	GF	EC (Car1 high)
GO:0110020	GO:0110020	regulation of actomyosin structure organization	5/274	111/28943	0.00415840562108962	0.0440897621620656	0.0338396570785026	Abl1/Edn1/Pdlim4/Sdc4/Tpm1	5	1	GF	EC (Car1 high)
GO:1901224	GO:1901224	positive regulation of NIK/NF-kappaB signaling	4/274	69/28943	0.00419424339573396	0.0442153637430281	0.0339360584701152	Edn1/Glrx/Nr3c2/Tcim	4	1	GF	EC (Car1 high)
GO:0032886	GO:0032886	regulation of microtubule-based process	8/274	268/28943	0.00419698434561996	0.0442153637430281	0.0339360584701152	Abl1/Chordc1/Fkbp4/Hspa1a/Hspa1b/Hsph1/Inpp5j/Lamp1	8	1	GF	EC (Car1 high)
GO:0042908	GO:0042908	xenobiotic transport	3/274	35/28943	0.00439083053415475	0.0458197709999493	0.0351674688639591	Abcb1a/Abcg2/Slc22a4	3	1	GF	EC (Car1 high)
GO:0070507	GO:0070507	regulation of microtubule cytoskeleton organization	6/274	161/28943	0.00442569979698832	0.0460384117246458	0.0353352794119028	Abl1/Fkbp4/Hspa1a/Hspa1b/Hsph1/Inpp5j	6	1	GF	EC (Car1 high)
GO:0010959	GO:0010959	regulation of metal ion transport	11/274	458/28943	0.00453548931529879	0.0468856207969012	0.0359855270674365	Abl1/Atp1b1/Edn3/Glrx/Gsto1/Hsd3b3/Nkain2/Nr3c2/Slc9a3r1/Spink1/Vdr	11	1	GF	EC (Car1 high)
GO:0030223	GO:0030223	neutrophil differentiation	2/274	11/28943	0.00464207383211013	0.0472436717975065	0.0362603374198389	Dhrs7b/Trib1	2	1	GF	EC (Car1 high)
GO:0032353	GO:0032353	negative regulation of hormone biosynthetic process	2/274	11/28943	0.00464207383211013	0.0472436717975065	0.0362603374198389	Bmp2/Nfkb1	2	1	GF	EC (Car1 high)
GO:0046618	GO:0046618	xenobiotic export from cell	2/274	11/28943	0.00464207383211013	0.0472436717975065	0.0362603374198389	Abcb1a/Abcg2	2	1	GF	EC (Car1 high)
GO:0060056	GO:0060056	mammary gland involution	2/274	11/28943	0.00464207383211013	0.0472436717975065	0.0362603374198389	Nfkb1/Vdr	2	1	GF	EC (Car1 high)
GO:0060174	GO:0060174	limb bud formation	2/274	11/28943	0.00464207383211013	0.0472436717975065	0.0362603374198389	Plxna2/Sema3c	2	1	GF	EC (Car1 high)
GO:0050886	GO:0050886	endocrine process	5/274	114/28943	0.0046558152980614	0.0472436717975065	0.0362603374198389	Edn1/Edn3/Enpep/Nr3c2/Vdr	5	1	GF	EC (Car1 high)
GO:0010922	GO:0010922	positive regulation of phosphatase activity	3/274	36/28943	0.00475684739863608	0.047683791499055	0.0365981369234776	Bmp2/Hsp90ab1/Magi2	3	1	GF	EC (Car1 high)
GO:0019320	GO:0019320	hexose catabolic process	3/274	36/28943	0.00475684739863608	0.047683791499055	0.0365981369234776	Aldh1a1/Aldob/Ldha	3	1	GF	EC (Car1 high)
GO:0043462	GO:0043462	regulation of ATP-dependent activity	4/274	72/28943	0.00488258165336884	0.0485032435716039	0.0372270806003655	Aldob/Atp1b1/Nr3c2/Tpm1	4	1	GF	EC (Car1 high)
GO:0032535	GO:0032535	regulation of cellular component size	10/274	398/28943	0.0049051721440084	0.0485817648274844	0.0372873470259951	Abl1/Cdhr5/Cdkl3/Dstn/Edn1/Fchsd2/Hsp90ab1/Sema3c/Slc9a3r1/Tpm1	10	1	GF	EC (Car1 high)
GO:0002181	GO:0002181	cytoplasmic translation	20/198	146/28943	1.82323000228557e-20	5.19985196651845e-17	3.97656059445864e-17	Rpl10a/Rpl36/Rpl36a/Rpl38/Rpl39/Rpl7a/Rplp0/Rplp2/Rps11/Rps12/Rps17/Rps18/Rps21/Rps24/Rps26/Rps28/Rps29/Rps7/Rps8/Uba52	20	-1	SPF	EC (Car1 high)
GO:0019646	GO:0019646	aerobic electron transport chain	9/198	57/28943	1.85250900845872e-10	2.42469965945509e-07	1.85427684889309e-07	Cox4i1/Cox5b/Cox6a1/Cox7c/Cyc1/Cycs/Ndufb6/Uqcrfs1/Uqcrq	9	-1	SPF	EC (Car1 high)
GO:0006119	GO:0006119	oxidative phosphorylation	12/198	140/28943	2.55052558848712e-10	2.42469965945509e-07	1.85427684889309e-07	Atp5d/Chchd10/Cox4i1/Cox5b/Cox6a1/Cox7a1/Cox7c/Cyc1/Cycs/Ndufb6/Uqcrfs1/Uqcrq	12	-1	SPF	EC (Car1 high)
GO:0070269	GO:0070269	pyroptosis	6/198	33/28943	9.02226145894548e-08	2.33922633462841e-05	1.78891155434785e-05	Gsdmc/Gsdmc2/Gsdmc3/Gsdmc4/Pycard/Zbp1	6	-1	SPF	EC (Car1 high)
GO:0050777	GO:0050777	negative regulation of immune response	11/198	194/28943	1.07605762831902e-07	2.55743029663822e-05	1.95578193497984e-05	Ceacam1/Gpx1/Isg15/Lgals3/Muc4/Oas1a/Parp14/Pglyrp1/Pparg/Smad7/Tap2	11	-1	SPF	EC (Car1 high)
GO:0019882	GO:0019882	antigen processing and presentation	9/198	128/28943	2.58543178180754e-07	5.26689388693936e-05	4.02783056534228e-05	Cd74/H2-Aa/H2-Ab1/H2-D1/H2-Eb1/Psmb8/Psme2/Pycard/Tap2	9	-1	SPF	EC (Car1 high)
GO:0042274	GO:0042274	ribosomal small subunit biogenesis	7/198	73/28943	7.01328170805455e-07	0.000111121552396509	8.49796473630938e-05	Rpl38/Rps17/Rps21/Rps24/Rps28/Rps7/Rps8	7	-1	SPF	EC (Car1 high)
GO:0060759	GO:0060759	regulation of response to cytokine stimulus	9/198	147/28943	8.34682862479853e-07	0.000119025776189627	9.10243626872766e-05	Cd74/Isg15/Klf4/Oas1a/Parp14/Pparg/Pycard/Syk/Zbp1	9	-1	SPF	EC (Car1 high)
GO:0002579	GO:0002579	positive regulation of antigen processing and presentation	4/198	12/28943	1.0075646125886e-06	0.000136836870242985	0.000104645307132009	Cd74/H2-Ab1/Pycard/Tap2	4	-1	SPF	EC (Car1 high)
GO:0072593	GO:0072593	reactive oxygen species metabolic process	11/198	245/28943	1.10179202473765e-06	0.000142832311570535	0.000109230290682125	Atp5g1/Atpif1/Cdkn1a/Cyba/Cycs/Duox2/Gpx1/Il18/Noxo1/Prdx6/Syk	11	-1	SPF	EC (Car1 high)
GO:0019221	GO:0019221	cytokine-mediated signaling pathway	14/198	421/28943	1.38170262743412e-06	0.000164192328893422	0.000125565256317697	Cd74/Ceacam1/Duox2/Il18/Il31ra/Isg15/Krt18/Krt8/Oas1a/Parp14/Pparg/Pycard/Syk/Zbp1	14	-1	SPF	EC (Car1 high)
GO:00620121	GO:0062012	regulation of small molecule metabolic process	13/198	368/28943	1.71246048309212e-06	0.000187843742222259	0.000143652555504732	Acadl/Atpif1/Cd74/Ceacam1/Ceacam2/Clcn2/Dbi/Dgat2/Fmo5/Gpt/Me2/Pparg/Prkaa2	13	-1	SPF	EC (Car1 high)
GO:0022407	GO:0022407	regulation of cell-cell adhesion	15/198	497/28943	1.9118404290924e-06	0.000201946996435983	0.00015443794811226	Actb/B4galnt2/Cd74/Ceacam1/Ceacam2/H2-Aa/H2-Ab1/H2-Eb1/Il18/Klf4/Lgals3/Muc4/Pycard/Smad7/Syk	15	-1	SPF	EC (Car1 high)
GO:0019216	GO:0019216	regulation of lipid metabolic process	13/198	388/28943	3.05914102743045e-06	0.000300850696904539	0.000230074054767183	Abhd6/Acadl/Cd74/Ceacam1/Ceacam2/Clcn2/Dbi/Dgat2/Fmo5/Hsd17b13/Pparg/Prkaa2/Sorl1	13	-1	SPF	EC (Car1 high)
GO:00066311	GO:0006631	fatty acid metabolic process	14/198	453/28943	3.23473114728874e-06	0.000307515107735583	0.000235170629374817	Acadl/Acads/Cd74/Ceacam1/Ceacam2/Ces2a/Dbi/Dgat2/Elovl1/Gpx1/Hadha/Mgll/Pparg/Prkaa2	14	-1	SPF	EC (Car1 high)
GO:0045922	GO:0045922	negative regulation of fatty acid metabolic process	5/198	34/28943	3.37315872679039e-06	0.000310330602864716	0.000237323765090312	Acadl/Ceacam1/Ceacam2/Dbi/Dgat2	5	-1	SPF	EC (Car1 high)
GO:0034341	GO:0034341	response to interferon-gamma	8/198	139/28943	5.45298265243124e-06	0.000471269894688906	0.000360401277698167	Actg1/Capg/Cd74/H2-Aa/H2-Ab1/H2-Eb1/Parp14/Pparg	8	-1	SPF	EC (Car1 high)
GO:0045088	GO:0045088	regulation of innate immune response	10/198	240/28943	6.62332896617294e-06	0.000547953246731651	0.000419044484840917	Cd74/Ceacam1/Isg15/Oas1a/Parp14/Pparg/Pycard/Syk/Tap2/Zbp1	10	-1	SPF	EC (Car1 high)
GO:0072521	GO:0072521	purine-containing compound metabolic process	14/198	483/28943	6.72453142903499e-06	0.000547953246731651	0.000419044484840917	Atp5d/Atp5g1/Atp5g3/Atp5l/Atpif1/Dgat2/Gale/Gda/Hmgcs2/Ndufb6/Oas1a/Pde9a/Pnp2/Prkaa2	14	-1	SPF	EC (Car1 high)
GO:0002831	GO:0002831	regulation of response to biotic stimulus	12/198	371/28943	1.05219341456872e-05	0.000750213904587496	0.000573722303943785	Cd74/Ceacam1/Cyba/Isg15/Muc4/Oas1a/Parp14/Pparg/Pycard/Syk/Tap2/Zbp1	12	-1	SPF	EC (Car1 high)
GO:0010565	GO:0010565	regulation of cellular ketone metabolic process	8/198	156/28943	1.27190047577184e-05	0.000844449592341373	0.000645788571392679	Acadl/Cd74/Ceacam1/Ceacam2/Clcn2/Dbi/Dgat2/Pparg	8	-1	SPF	EC (Car1 high)
GO:0019693	GO:0019693	ribose phosphate metabolic process	13/198	456/28943	1.71805164472808e-05	0.00101933152083854	0.000779528645152969	Atp5d/Atp5g1/Atp5g3/Atp5l/Atpif1/Dgat2/Gale/Gda/Hmgcs2/Ndufb6/Pde9a/Prkaa2/Upp1	13	-1	SPF	EC (Car1 high)
GO:0006364	GO:0006364	rRNA processing	9/198	215/28943	1.85897122638635e-05	0.00106035718753077	0.000810902817067899	Rpl10a/Rpl35/Rpl7a/Rps17/Rps21/Rps24/Rps28/Rps7/Rps8	9	-1	SPF	EC (Car1 high)
GO:1990845	GO:1990845	adaptive thermogenesis	8/198	165/28943	1.90987870376186e-05	0.00106803413002526	0.000816773720164	Abhd6/Acadl/Id1/Il18/Plac8/Pparg/Sorl1/Syk	8	-1	SPF	EC (Car1 high)
GO:0002683	GO:0002683	negative regulation of immune system process	13/198	465/28943	2.10677498975713e-05	0.00115548505207449	0.000883651372222021	Cd74/Ceacam1/Gpx1/H2-Aa/Isg15/Lgals3/Muc4/Oas1a/Parp14/Pglyrp1/Pparg/Smad7/Tap2	13	-1	SPF	EC (Car1 high)
GO:00108761	GO:0010876	lipid localization	13/198	470/28943	2.35444084230093e-05	0.00126695571363061	0.000968897999056113	Ano9/Aqp8/Atp8a1/Ceacam1/Ceacam2/Dbi/Dgat2/Npc1/Pitpnm1/Pparg/Prap1/Prelid3b/Syk	13	-1	SPF	EC (Car1 high)
GO:0034103	GO:0034103	regulation of tissue remodeling	6/198	85/28943	2.65219535252099e-05	0.00137528384461634	0.00105174139146861	Car2/Cd38/Ceacam1/Il18/Pparg/Syk	6	-1	SPF	EC (Car1 high)
GO:0007159	GO:0007159	leukocyte cell-cell adhesion	12/198	411/28943	2.8865219599303e-05	0.0014700643981645	0.00112422434228864	Actb/Cd74/Ceacam1/H2-Aa/H2-Ab1/H2-Eb1/Il18/Klf4/Lgals3/Pycard/Smad7/Syk	12	-1	SPF	EC (Car1 high)
GO:0044242	GO:0044242	cellular lipid catabolic process	9/198	228/28943	2.95091275477923e-05	0.00147649178537375	0.00112913965427563	Abhd6/Acadl/Acads/Dbi/Hadha/Mgll/Prdx6/Smpdl3a/Sorl1	9	-1	SPF	EC (Car1 high)
GO:0002449	GO:0002449	lymphocyte mediated immunity	13/198	483/28943	3.12146436285776e-05	0.00153489937290868	0.00117380656258462	Cd74/Ceacam1/H2-Aa/H2-Ab1/H2-D1/H2-Eb1/Igha/Igkc/Il18/Il31ra/Muc4/Smad7/Tap2	13	-1	SPF	EC (Car1 high)
GO:00068691	GO:0006869	lipid transport	12/198	419/28943	3.48021243751399e-05	0.00168229930030337	0.00128652991445655	Ano9/Aqp8/Atp8a1/Ceacam1/Ceacam2/Dbi/Npc1/Pitpnm1/Pparg/Prap1/Prelid3b/Syk	12	-1	SPF	EC (Car1 high)
GO:0002399	GO:0002399	MHC class II protein complex assembly	3/198	11/28943	4.9969234916311e-05	0.00224349160164766	0.00171569889961392	H2-Aa/H2-Ab1/H2-Eb1	3	-1	SPF	EC (Car1 high)
GO:0002503	GO:0002503	peptide antigen assembly with MHC class II protein complex	3/198	11/28943	4.9969234916311e-05	0.00224349160164766	0.00171569889961392	H2-Aa/H2-Ab1/H2-Eb1	3	-1	SPF	EC (Car1 high)
GO:0001659	GO:0001659	temperature homeostasis	8/198	189/28943	5.03448325755436e-05	0.00224349160164766	0.00171569889961392	Abhd6/Acadl/Gpx1/Id1/Il18/Plac8/Pparg/Syk	8	-1	SPF	EC (Car1 high)
GO:0043434	GO:0043434	response to peptide hormone	11/198	369/28943	5.17176459873033e-05	0.00226921117470445	0.00173536781353348	Baiap2l1/Car2/Ceacam1/Ceacam2/Cyc1/Hadha/Il18/Pparg/Reg3b/Reg3g/Sorl1	11	-1	SPF	EC (Car1 high)
